t,mo_x,mo_y,mo_yaw,ob_x,ob_y,ob_yaw
777.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
777.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
778.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
778.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
779.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
779.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
780.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
780.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
781.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
781.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
782.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
782.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
783.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
783.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
784.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
784.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
785.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
785.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
786.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
786.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
787.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
787.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
788.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
788.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
789.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
789.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
790.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
790.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
791.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
791.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
792.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
792.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
793.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
793.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
794.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
794.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
795.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
795.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
796.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
796.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
797.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
797.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
798.01,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
798.51,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
799.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
799.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
800.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
800.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
801.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
801.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
802.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
802.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
803.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
803.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
804.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
804.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
805.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
805.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
806.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
806.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
807.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
807.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
808.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
808.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
809.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
809.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
810.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
810.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
811.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
811.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
812.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
812.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
813.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
813.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
814.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
814.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
815.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
815.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
816.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
816.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
817.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
817.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
818.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
818.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
819.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
819.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
820.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
820.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
821.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
821.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
822.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
822.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
823.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
823.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
824.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
824.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
825.01,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
825.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
826.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
826.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
827.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
827.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
828.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
828.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
829.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
829.5,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
830.0,-0.0972,-0.0026,-0.015,2.4566,0.7909,-0.2328
